CustomerID,DateRaw,Time,TransactionID,ProductName,PriceUSD,Quantity,PaymentMethod,Category
131,31 August 2023,05:00:00,123,Black Beans,19.55,5,Debit Card,Vegetarian
124,23 August 2023,15:00:00,125,Lettuce,4.73,1,Cash,Produce
25,09 August 2023,09:00:00,129,Potatoes,12.29,4,Mobile Payment,Produce
94,09 August 2023,21:00:00,131,Black Beans,14.94,5,Credit Card,Vegetarian
26,13 June 2023,09:00:00,132,Rice,16.44,3,Mobile Payment,Grains
147,25 June 2023,13:00:00,133,Chickpeas,4.68,5,Debit Card,Vegetarian
50,25 August 2023,04:00:00,142,Yogurt,19.54,5,Cash,Dairy
169,09 July 2023,05:00:00,149,Oranges,13.01,2,Credit Card,Produce
165,06 August 2023,22:00:00,150,Eggs,16.9,1,Debit Card,Dairy
157,05 July 2023,09:00:00,152,Cheese,19.18,1,Cash,Dairy
65,25 June 2023,00:00:00,153,Tofu,8.75,5,Debit Card,Vegetarian
82,29 August 2023,23:00:00,155,Black Beans,18.86,2,Credit Card,Vegetarian
96,11 August 2023,03:00:00,156,Cheese,3.25,1,Debit Card,Dairy
76,09 July 2023,13:00:00,158,Chicken,13.69,4,Debit Card,Meat
33,28 August 2023,10:00:00,161,Oranges,8.3,1,Credit Card,Produce
17,19 August 2023,01:00:00,162,Chickpeas,9.6,4,Mobile Payment,Vegetarian
74,13 June 2023,10:00:00,168,Apples,5.44,1,Debit Card,Produce
62,22 August 2023,18:00:00,169,Bread,5.96,5,Debit Card,Bakery
65,18 August 2023,22:00:00,170,Oranges,8.62,5,Debit Card,Produce
96,20 June 2023,21:00:00,172,Rice,3.7,3,Mobile Payment,Grains
112,07 August 2023,21:00:00,173,Cheese,6.96,2,Debit Card,Dairy
38,13 June 2023,17:00:00,174,Tofu,9.25,2,Credit Card,Vegetarian
32,23 June 2023,10:00:00,178,Chickpeas,6.21,1,Cash,Vegetarian
1,10 July 2023,18:00:00,180,Bread,5.51,2,Mobile Payment,Bakery
28,18 July 2023,02:00:00,181,Tofu,12.73,2,Cash,Vegetarian
53,13 July 2023,23:00:00,182,Oranges,13.79,2,Debit Card,Produce
136,18 June 2023,18:00:00,183,Cheese,2.8,2,Mobile Payment,Dairy
172,01 June 2023,08:00:00,185,Coffee,8.57,4,Mobile Payment,Beverages
45,05 August 2023,04:00:00,186,Yogurt,3.01,1,Mobile Payment,Dairy
169,10 June 2023,10:00:00,188,Onions,1.08,3,Cash,Produce
179,04 June 2023,19:00:00,190,Tomatoes,13.41,3,Credit Card,Produce
22,21 July 2023,04:00:00,192,Butter,13,4,Mobile Payment,Dairy
98,23 August 2023,18:00:00,195,Tomatoes,4.15,1,Credit Card,Produce
54,27 June 2023,14:00:00,196,Rice,4.19,5,Debit Card,Grains
145,23 August 2023,08:00:00,197,Butter,10.23,4,Mobile Payment,Dairy
10,24 August 2023,15:00:00,198,Pasta,0.97,2,Debit Card,Grains
54,10 July 2023,07:00:00,199,Yogurt,8.51,1,Debit Card,Dairy
70,10 July 2023,14:00:00,202,Tomatoes,9.86,4,Debit Card,Produce
165,01 July 2023,04:00:00,203,Chickpeas,18.2,5,Debit Card,Vegetarian
81,01 August 2023,02:00:00,204,Carrots,0.53,4,Mobile Payment,Produce
169,16 August 2023,06:00:00,205,Chicken,15.72,2,Mobile Payment,Meat
81,21 June 2023,03:00:00,206,Yogurt,14.72,1,Cash,Dairy
85,28 July 2023,09:00:00,207,Chickpeas,9.63,5,Debit Card,Vegetarian
90,14 August 2023,15:00:00,209,Rice,8.35,4,Cash,Grains
123,22 June 2023,11:00:00,210,Butter,16.12,1,Credit Card,Dairy
81,04 July 2023,11:00:00,211,Oatmeal,12.94,5,Credit Card,Cereal
149,21 July 2023,17:00:00,212,Bananas,13.52,1,Cash,Produce
82,22 June 2023,08:00:00,214,Cheese,10.61,5,Debit Card,Dairy
113,30 August 2023,08:00:00,219,Coffee,2.31,4,Debit Card,Beverages
96,09 July 2023,03:00:00,222,Milk,9.8,2,Mobile Payment,Dairy
155,23 June 2023,02:00:00,223,Apples,16.59,4,Mobile Payment,Produce
85,12 August 2023,10:00:00,227,Bread,1.37,2,Credit Card,Bakery
85,11 August 2023,19:00:00,228,Rice,17.16,1,Cash,Grains
30,14 July 2023,13:00:00,231,Oranges,3.73,4,Credit Card,Produce
68,15 July 2023,21:00:00,232,Chickpeas,16.61,4,Mobile Payment,Vegetarian
98,14 June 2023,16:00:00,233,Butter,15.15,2,Cash,Dairy
157,06 June 2023,14:00:00,234,Yogurt,7.82,3,Cash,Dairy
33,07 July 2023,06:00:00,238,Onions,4.77,5,Debit Card,Produce
124,08 July 2023,16:00:00,239,Oatmeal,13.86,4,Credit Card,Cereal
76,03 July 2023,17:00:00,240,Apples,5.52,3,Credit Card,Produce
117,08 June 2023,02:00:00,241,Cheese,5.18,3,Debit Card,Dairy
131,04 August 2023,21:00:00,243,Rice,10.66,2,Debit Card,Grains
26,04 August 2023,21:00:00,244,Oranges,12.16,5,Cash,Produce
149,19 August 2023,03:00:00,245,Oranges,13.13,1,Credit Card,Produce
165,04 July 2023,01:00:00,247,Apples,7.13,5,Debit Card,Produce
28,23 July 2023,08:00:00,250,Onions,4.26,4,Mobile Payment,Produce
26,10 August 2023,09:00:00,251,Cheese,17.92,4,Credit Card,Dairy
173,28 August 2023,18:00:00,252,Rice,6.26,5,Credit Card,Grains
92,28 July 2023,05:00:00,254,Bananas,0.87,3,Credit Card,Produce
179,25 June 2023,21:00:00,257,Tomatoes,7.65,3,Mobile Payment,Produce
72,05 June 2023,22:00:00,258,Yogurt,9.03,1,Mobile Payment,Dairy
124,14 June 2023,08:00:00,261,Eggs,18.93,1,Cash,Dairy
144,19 July 2023,19:00:00,262,Coffee,15.32,1,Credit Card,Beverages
59,11 June 2023,14:00:00,265,Rice,6.54,3,Mobile Payment,Grains
144,26 July 2023,18:00:00,266,Beef,4.83,2,Credit Card,Meat
163,07 July 2023,05:00:00,268,Bread,6.34,5,Cash,Bakery
108,15 June 2023,16:00:00,271,Potatoes,10.4,5,Debit Card,Produce
129,29 August 2023,05:00:00,274,Oatmeal,14.66,4,Cash,Cereal
98,22 August 2023,23:00:00,275,Butter,17.51,3,Debit Card,Dairy
26,06 July 2023,23:00:00,276,Carrots,10.31,2,Debit Card,Produce
145,14 August 2023,09:00:00,277,Tofu,10.46,4,Debit Card,Vegetarian
147,07 June 2023,13:00:00,278,Pasta,16.57,3,Cash,Grains
162,06 July 2023,21:00:00,280,Bananas,5.53,5,Debit Card,Produce
31,10 June 2023,04:00:00,282,Chickpeas,4.78,5,Mobile Payment,Vegetarian
154,28 August 2023,19:00:00,283,Oatmeal,7.13,1,Cash,Cereal
40,28 June 2023,09:00:00,289,Tomatoes,9.15,4,Debit Card,Produce
93,16 August 2023,15:00:00,290,Onions,15.12,2,Cash,Produce
59,30 June 2023,05:00:00,293,Bread,1.24,4,Debit Card,Bakery
128,10 June 2023,08:00:00,295,Tofu,14.66,1,Debit Card,Vegetarian
15,30 June 2023,08:00:00,299,Yogurt,11.25,5,Debit Card,Dairy
147,06 June 2023,12:00:00,301,Coffee,7.33,4,Credit Card,Beverages
90,18 June 2023,15:00:00,305,Oranges,16.6,2,Mobile Payment,Produce
21,28 August 2023,20:00:00,306,Pasta,3.94,3,Mobile Payment,Grains
22,06 August 2023,03:00:00,308,Bananas,13.87,5,Debit Card,Produce
80,19 July 2023,07:00:00,309,Rice,0.98,2,Mobile Payment,Grains
76,17 August 2023,15:00:00,312,Carrots,6.7,4,Credit Card,Produce
142,22 June 2023,16:00:00,313,Bananas,5.66,5,Cash,Produce
23,02 July 2023,13:00:00,314,Apples,3.3,2,Debit Card,Produce
169,24 July 2023,10:00:00,315,Chicken,14.52,3,Mobile Payment,Meat
121,16 August 2023,02:00:00,321,Oatmeal,1.19,1,Debit Card,Cereal
92,13 July 2023,12:00:00,325,Cheese,15.74,3,Cash,Dairy
54,28 August 2023,13:00:00,326,Coffee,9.85,4,Cash,Beverages
112,12 July 2023,01:00:00,331,Rice,7.39,3,Debit Card,Grains
40,06 August 2023,18:00:00,334,Rice,6.54,5,Credit Card,Grains
52,01 July 2023,22:00:00,335,Beef,15.8,5,Debit Card,Meat
108,25 June 2023,03:00:00,337,Rice,9.23,3,Debit Card,Grains
17,28 July 2023,20:00:00,338,Tomatoes,18.32,4,Credit Card,Produce
22,28 June 2023,23:00:00,339,Bread,15.95,4,Credit Card,Bakery
60,19 June 2023,09:00:00,340,Rice,8.78,5,Credit Card,Grains
107,01 June 2023,21:00:00,342,Cheese,10.66,4,Mobile Payment,Dairy
107,29 August 2023,08:00:00,343,Beef,19.4,2,Mobile Payment,Meat
179,31 August 2023,18:00:00,344,Rice,5.57,4,Credit Card,Grains
19,06 August 2023,23:00:00,345,Bread,17.99,2,Cash,Bakery
130,01 August 2023,16:00:00,346,Tomatoes,8.83,3,Cash,Produce
96,23 June 2023,04:00:00,348,Potatoes,15.07,2,Mobile Payment,Produce
128,27 July 2023,01:00:00,353,Black Beans,15.27,1,Cash,Vegetarian
62,22 August 2023,12:00:00,354,Apples,11.67,2,Cash,Produce
70,16 July 2023,11:00:00,357,Chicken,19.27,2,Debit Card,Meat
164,12 July 2023,06:00:00,366,Bread,8.23,5,Debit Card,Bakery
75,20 June 2023,12:00:00,367,Milk,3.09,2,Mobile Payment,Dairy
52,26 July 2023,17:00:00,368,Oranges,17.35,5,Credit Card,Produce
72,25 June 2023,03:00:00,370,Bananas,11.57,2,Cash,Produce
15,30 June 2023,05:00:00,371,Bananas,18.83,5,Cash,Produce
158,17 June 2023,18:00:00,373,Onions,3.53,3,Cash,Produce
1,30 June 2023,17:00:00,379,Milk,19.02,4,Credit Card,Dairy
109,19 June 2023,20:00:00,383,Chicken,14.73,1,Debit Card,Meat
122,21 August 2023,01:00:00,385,Butter,12.46,3,Cash,Dairy
53,05 July 2023,10:00:00,388,Oranges,17.13,5,Cash,Produce
109,02 July 2023,16:00:00,390,Oatmeal,15.5,2,Credit Card,Cereal
45,27 June 2023,23:00:00,393,Rice,19.88,2,Mobile Payment,Grains
59,12 July 2023,16:00:00,395,Carrots,17.62,3,Credit Card,Produce
38,21 June 2023,18:00:00,396,Lettuce,15.68,1,Cash,Produce
31,21 June 2023,22:00:00,399,Chicken,9.39,3,Cash,Meat
162,10 June 2023,10:00:00,403,Tomatoes,16.66,5,Mobile Payment,Produce
60,11 June 2023,19:00:00,406,Lettuce,19.89,3,Credit Card,Produce
92,17 July 2023,18:00:00,410,Carrots,3.15,3,Debit Card,Produce
56,29 June 2023,12:00:00,411,Chickpeas,10.24,4,Debit Card,Vegetarian
107,19 August 2023,16:00:00,412,Coffee,15,4,Mobile Payment,Beverages
129,29 July 2023,12:00:00,413,Eggs,11.59,3,Mobile Payment,Dairy
100,18 August 2023,15:00:00,414,Bread,5.5,1,Cash,Bakery
133,13 August 2023,02:00:00,415,Apples,9.93,5,Debit Card,Produce
21,09 June 2023,02:00:00,416,Eggs,13.12,5,Credit Card,Dairy
96,13 June 2023,04:00:00,417,Potatoes,9.41,4,Mobile Payment,Produce
149,03 August 2023,00:00:00,419,Chicken,9.69,5,Mobile Payment,Meat
164,01 August 2023,10:00:00,421,Bananas,8.18,1,Debit Card,Produce
165,09 August 2023,00:00:00,422,Butter,8.29,5,Debit Card,Dairy
157,13 June 2023,18:00:00,424,Apples,13.21,1,Credit Card,Produce
138,06 July 2023,11:00:00,425,Butter,9.06,2,Mobile Payment,Dairy
50,18 July 2023,10:00:00,426,Tofu,18.57,4,Debit Card,Vegetarian
130,13 August 2023,15:00:00,427,Rice,18.33,2,Credit Card,Grains
40,13 July 2023,15:00:00,429,Bananas,15.39,5,Mobile Payment,Produce
148,17 July 2023,20:00:00,431,Onions,15.86,3,Debit Card,Produce
60,19 July 2023,18:00:00,432,Cheese,3.69,5,Cash,Dairy
154,23 August 2023,02:00:00,433,Black Beans,13.6,1,Credit Card,Vegetarian
18,15 June 2023,13:00:00,435,Milk,1.36,3,Mobile Payment,Dairy
40,30 August 2023,22:00:00,438,Lettuce,16.89,4,Credit Card,Produce
157,29 July 2023,03:00:00,439,Milk,1.62,2,Mobile Payment,Dairy
31,12 July 2023,08:00:00,440,Lettuce,14.91,1,Cash,Produce
14,05 August 2023,23:00:00,442,Chicken,12.4,2,Debit Card,Meat
33,11 August 2023,09:00:00,443,Milk,2.01,4,Mobile Payment,Dairy
109,22 July 2023,13:00:00,445,Onions,19.25,5,Mobile Payment,Produce
72,10 July 2023,17:00:00,447,Oranges,7.45,3,Mobile Payment,Produce
117,02 July 2023,18:00:00,450,Black Beans,17.64,3,Credit Card,Vegetarian
70,10 June 2023,00:00:00,452,Rice,13.76,2,Mobile Payment,Grains
76,22 June 2023,07:00:00,453,Carrots,9.6,1,Cash,Produce
98,26 June 2023,18:00:00,454,Rice,0.92,4,Credit Card,Grains
70,29 July 2023,19:00:00,455,Yogurt,14.46,5,Credit Card,Dairy
10,09 June 2023,17:00:00,458,Milk,15.95,4,Mobile Payment,Dairy
157,18 June 2023,17:00:00,459,Pasta,3.81,5,Credit Card,Grains
77,20 August 2023,15:00:00,460,Tofu,18.77,1,Credit Card,Vegetarian
72,11 August 2023,03:00:00,461,Bananas,10.93,2,Cash,Produce
21,20 June 2023,19:00:00,462,Carrots,13.44,2,Mobile Payment,Produce
1,14 July 2023,18:00:00,467,Beef,7.44,1,Cash,Meat
31,04 June 2023,21:00:00,469,Beef,6.15,3,Mobile Payment,Meat
136,17 June 2023,14:00:00,472,Black Beans,2.53,1,Debit Card,Vegetarian
74,08 August 2023,16:00:00,473,Oatmeal,13.9,2,Debit Card,Cereal
50,05 July 2023,01:00:00,474,Milk,14.38,1,Cash,Dairy
18,10 July 2023,13:00:00,476,Apples,4.2,1,Credit Card,Produce
123,13 July 2023,15:00:00,482,Cheese,18,4,Mobile Payment,Dairy
69,02 August 2023,13:00:00,483,Onions,6.53,4,Credit Card,Produce
40,30 August 2023,04:00:00,485,Bread,1.73,2,Cash,Bakery
128,01 August 2023,16:00:00,487,Cheese,7.12,3,Debit Card,Dairy
74,14 July 2023,10:00:00,488,Tomatoes,19.23,4,Cash,Produce
26,01 August 2023,20:00:00,489,Bread,1.33,1,Mobile Payment,Bakery
91,06 August 2023,18:00:00,490,Lettuce,6.84,3,Debit Card,Produce
114,02 July 2023,20:00:00,491,Oatmeal,14.74,3,Cash,Cereal
52,15 August 2023,10:00:00,492,Oranges,9.97,2,Cash,Produce
130,10 June 2023,12:00:00,493,Eggs,11.3,2,Cash,Dairy
127,23 August 2023,18:00:00,499,Yogurt,8.66,3,Debit Card,Dairy
145,17 August 2023,13:00:00,501,Bananas,11.44,2,Mobile Payment,Produce
113,21 August 2023,13:00:00,504,Chicken,3.54,5,Cash,Meat
105,10 June 2023,19:00:00,505,Cheese,19.9,5,Mobile Payment,Dairy
98,04 August 2023,01:00:00,506,Eggs,18.91,1,Cash,Dairy
108,10 June 2023,10:00:00,507,Chickpeas,13.57,5,Debit Card,Vegetarian
100,26 August 2023,04:00:00,508,Lettuce,10.02,4,Mobile Payment,Produce
138,26 July 2023,14:00:00,512,Cheese,13.18,3,Debit Card,Dairy
77,05 June 2023,05:00:00,514,Cheese,11.65,3,Debit Card,Dairy
54,31 August 2023,10:00:00,515,Pasta,16.43,4,Debit Card,Grains
105,16 August 2023,02:00:00,516,Tomatoes,18.55,5,Cash,Produce
142,09 August 2023,18:00:00,517,Tomatoes,0.5,3,Debit Card,Produce
28,24 August 2023,05:00:00,521,Cheese,1.39,3,Credit Card,Dairy
169,13 June 2023,05:00:00,522,Pasta,6.86,5,Cash,Grains
142,25 June 2023,08:00:00,524,Beef,18.29,4,Debit Card,Meat
154,23 July 2023,12:00:00,525,Tofu,15.42,1,Debit Card,Vegetarian
90,10 August 2023,22:00:00,526,Onions,14.38,5,Debit Card,Produce
40,03 July 2023,05:00:00,528,Beef,12.77,1,Debit Card,Meat
169,05 July 2023,08:00:00,536,Potatoes,9.03,1,Credit Card,Produce
69,17 August 2023,17:00:00,537,Bread,12.12,4,Credit Card,Bakery
133,10 August 2023,06:00:00,540,Eggs,16.68,3,Debit Card,Dairy
172,21 July 2023,08:00:00,541,Tomatoes,16.9,5,Cash,Produce
149,08 June 2023,07:00:00,542,Bread,11.49,2,Cash,Bakery
112,10 July 2023,16:00:00,543,Carrots,16.83,5,Cash,Produce
154,22 June 2023,21:00:00,544,Apples,5.67,2,Cash,Produce
70,22 June 2023,12:00:00,545,Yogurt,16.91,1,Credit Card,Dairy
53,03 July 2023,04:00:00,546,Coffee,12.94,4,Credit Card,Beverages
169,09 June 2023,00:00:00,547,Oatmeal,0.67,3,Cash,Cereal
94,17 August 2023,05:00:00,548,Tomatoes,5.15,4,Credit Card,Produce
54,19 July 2023,20:00:00,549,Yogurt,3.18,4,Mobile Payment,Dairy
165,07 August 2023,11:00:00,551,Cheese,15.61,4,Credit Card,Dairy
28,15 August 2023,14:00:00,552,Eggs,15.03,2,Cash,Dairy
72,09 June 2023,14:00:00,553,Butter,4.9,5,Mobile Payment,Dairy
154,31 July 2023,05:00:00,555,Apples,12.61,2,Debit Card,Produce
129,30 July 2023,01:00:00,557,Apples,5.26,3,Cash,Produce
59,07 August 2023,03:00:00,558,Yogurt,15.29,3,Credit Card,Dairy
173,12 August 2023,12:00:00,561,Rice,19.51,2,Debit Card,Grains
52,07 June 2023,10:00:00,563,Coffee,15.83,5,Credit Card,Beverages
109,19 August 2023,01:00:00,569,Oranges,12.7,4,Cash,Produce
85,01 June 2023,18:00:00,571,Butter,16.89,2,Mobile Payment,Dairy
68,17 August 2023,21:00:00,573,Chickpeas,11.09,1,Mobile Payment,Vegetarian
129,18 July 2023,07:00:00,574,Apples,7.95,3,Mobile Payment,Produce
38,27 July 2023,07:00:00,575,Black Beans,6.41,4,Debit Card,Vegetarian
56,27 June 2023,22:00:00,576,Butter,10.19,4,Cash,Dairy
50,01 August 2023,12:00:00,579,Chicken,0.67,1,Mobile Payment,Meat
50,25 June 2023,08:00:00,583,Pasta,14.82,2,Cash,Grains
155,29 June 2023,07:00:00,584,Apples,8.88,2,Credit Card,Produce
129,14 July 2023,06:00:00,585,Bread,18.81,2,Cash,Bakery
52,26 June 2023,00:00:00,586,Bananas,11.93,5,Credit Card,Produce
70,07 June 2023,18:00:00,587,Chickpeas,13.93,3,Mobile Payment,Vegetarian
70,24 July 2023,19:00:00,588,Chicken,11.49,1,Credit Card,Meat
172,12 August 2023,15:00:00,593,Milk,8.89,3,Cash,Dairy
85,15 August 2023,07:00:00,594,Chicken,5.74,2,Mobile Payment,Meat
43,01 July 2023,18:00:00,596,Eggs,1.79,3,Mobile Payment,Dairy
85,19 June 2023,01:00:00,597,Onions,2.6,5,Credit Card,Produce
127,06 June 2023,06:00:00,598,Onions,11.36,1,Cash,Produce
179,07 August 2023,21:00:00,599,Black Beans,6.36,1,Debit Card,Vegetarian
142,30 August 2023,01:00:00,600,Carrots,1.64,2,Mobile Payment,Produce
98,24 June 2023,08:00:00,601,Chickpeas,19.39,2,Credit Card,Vegetarian
25,28 July 2023,04:00:00,602,Cornflakes,15.2,3,Mobile Payment,Cereal
129,10 July 2023,01:00:00,603,Butter,0.65,1,Cash,Dairy
155,28 August 2023,06:00:00,604,Cheese,2.31,4,Cash,Dairy
40,01 August 2023,10:00:00,607,Bananas,4.29,4,Cash,Produce
114,06 July 2023,23:00:00,608,Apples,8.68,5,Debit Card,Produce
179,17 June 2023,15:00:00,609,Rice,0.59,4,Mobile Payment,Grains
105,16 July 2023,13:00:00,610,Black Beans,7.68,1,Debit Card,Vegetarian
154,27 July 2023,03:00:00,612,Oatmeal,15.95,4,Debit Card,Cereal
112,26 June 2023,19:00:00,613,Carrots,16.55,3,Mobile Payment,Produce
98,23 July 2023,01:00:00,615,Chicken,13.99,1,Debit Card,Meat
50,24 July 2023,19:00:00,617,Pasta,13.49,5,Cash,Grains
54,18 August 2023,13:00:00,618,Potatoes,16.05,2,Debit Card,Produce
1,22 August 2023,11:00:00,620,Onions,3.58,4,Credit Card,Produce
98,30 July 2023,01:00:00,624,Chickpeas,3.77,4,Mobile Payment,Vegetarian
54,20 July 2023,15:00:00,626,Beef,1.55,4,Mobile Payment,Meat
17,25 July 2023,23:00:00,630,Onions,15.37,5,Credit Card,Produce
169,25 August 2023,11:00:00,631,Cornflakes,4.49,5,Mobile Payment,Cereal
1,24 August 2023,20:00:00,633,Apples,12.48,3,Mobile Payment,Produce
50,29 June 2023,06:00:00,634,Butter,8.86,5,Cash,Dairy
127,15 August 2023,14:00:00,635,Yogurt,2.43,5,Debit Card,Dairy
157,18 June 2023,18:00:00,636,Pasta,14.17,4,Credit Card,Grains
14,13 August 2023,19:00:00,640,Rice,14.9,1,Mobile Payment,Grains
10,03 July 2023,01:00:00,642,Beef,10.52,4,Mobile Payment,Meat
14,11 June 2023,03:00:00,644,Lettuce,10.27,1,Cash,Produce
56,03 July 2023,20:00:00,646,Black Beans,18.09,3,Credit Card,Vegetarian
77,04 August 2023,23:00:00,648,Chicken,3.51,5,Mobile Payment,Meat
142,22 July 2023,17:00:00,649,Lettuce,8.19,1,Cash,Produce
94,18 June 2023,00:00:00,653,Cornflakes,11.13,4,Mobile Payment,Cereal
76,20 August 2023,01:00:00,655,Butter,11.65,1,Debit Card,Dairy
114,16 August 2023,03:00:00,657,Yogurt,2.7,5,Mobile Payment,Dairy
169,23 July 2023,04:00:00,658,Milk,5.01,3,Mobile Payment,Dairy
154,08 July 2023,08:00:00,659,Oatmeal,5.42,2,Credit Card,Cereal
72,18 June 2023,21:00:00,660,Milk,17.99,3,Cash,Dairy
111,11 August 2023,06:00:00,662,Oatmeal,16.15,1,Credit Card,Cereal
164,20 August 2023,19:00:00,663,Eggs,16.32,4,Credit Card,Dairy
121,07 July 2023,19:00:00,665,Butter,2.51,5,Debit Card,Dairy
111,17 June 2023,05:00:00,667,Coffee,3.38,2,Credit Card,Beverages
1,26 June 2023,06:00:00,668,Cheese,10.47,4,Credit Card,Dairy
22,29 August 2023,01:00:00,670,Milk,15.14,5,Mobile Payment,Dairy
77,18 June 2023,16:00:00,671,Tofu,18.64,5,Cash,Vegetarian
147,04 July 2023,23:00:00,672,Eggs,7.57,3,Mobile Payment,Dairy
98,21 August 2023,08:00:00,676,Lettuce,10.32,1,Cash,Produce
76,06 August 2023,18:00:00,677,Cornflakes,3.63,1,Credit Card,Cereal
38,05 June 2023,04:00:00,678,Bananas,3.74,1,Credit Card,Produce
164,29 June 2023,10:00:00,680,Black Beans,19.5,2,Debit Card,Vegetarian
111,14 July 2023,23:00:00,683,Butter,3.21,4,Debit Card,Dairy
77,04 August 2023,09:00:00,684,Chickpeas,15.9,3,Mobile Payment,Vegetarian
144,28 July 2023,09:00:00,688,Bread,1.73,5,Mobile Payment,Bakery
124,15 August 2023,17:00:00,691,Cornflakes,2.1,1,Credit Card,Cereal
74,07 August 2023,10:00:00,692,Tofu,19.32,4,Credit Card,Vegetarian
127,06 June 2023,23:00:00,693,Chickpeas,10.43,4,Credit Card,Vegetarian
1,29 August 2023,05:00:00,694,Oranges,8.37,4,Credit Card,Produce
127,01 July 2023,12:00:00,696,Lettuce,5.93,5,Cash,Produce
